Tag.id|TagClass.id|type
2713|115|HAS_TYPE
2714|94|HAS_TYPE
2715|211|HAS_TYPE
2716|115|HAS_TYPE
2717|349|HAS_TYPE
2718|88|HAS_TYPE
2719|211|HAS_TYPE
2720|115|HAS_TYPE
2721|115|HAS_TYPE
2722|211|HAS_TYPE
2723|211|HAS_TYPE
2724|211|HAS_TYPE
2725|211|HAS_TYPE
2726|250|HAS_TYPE
2727|211|HAS_TYPE
2728|152|HAS_TYPE
2729|115|HAS_TYPE
2730|211|HAS_TYPE
2731|279|HAS_TYPE
2732|211|HAS_TYPE
2733|88|HAS_TYPE
2734|211|HAS_TYPE
2735|115|HAS_TYPE
2736|211|HAS_TYPE
2737|349|HAS_TYPE
2738|59|HAS_TYPE
2739|211|HAS_TYPE
2740|211|HAS_TYPE
2741|74|HAS_TYPE
2742|115|HAS_TYPE
2743|94|HAS_TYPE
2744|95|HAS_TYPE
2745|211|HAS_TYPE
2746|211|HAS_TYPE
2747|96|HAS_TYPE
2748|211|HAS_TYPE
2749|115|HAS_TYPE
2750|211|HAS_TYPE
2751|211|HAS_TYPE
2752|115|HAS_TYPE
2753|349|HAS_TYPE
2754|211|HAS_TYPE
2755|88|HAS_TYPE
2756|115|HAS_TYPE
2757|115|HAS_TYPE
2758|211|HAS_TYPE
2759|211|HAS_TYPE
2760|74|HAS_TYPE
2761|211|HAS_TYPE
2762|211|HAS_TYPE
2763|112|HAS_TYPE
2764|279|HAS_TYPE
2765|115|HAS_TYPE
2766|332|HAS_TYPE
2767|211|HAS_TYPE
2768|173|HAS_TYPE
2769|88|HAS_TYPE
2770|115|HAS_TYPE
2771|226|HAS_TYPE
2772|211|HAS_TYPE
2773|349|HAS_TYPE
2774|211|HAS_TYPE
2775|88|HAS_TYPE
2776|115|HAS_TYPE
2777|349|HAS_TYPE
2778|349|HAS_TYPE
2779|349|HAS_TYPE
2780|349|HAS_TYPE
2781|349|HAS_TYPE
2782|115|HAS_TYPE
2783|115|HAS_TYPE
2784|349|HAS_TYPE
2785|349|HAS_TYPE
2786|349|HAS_TYPE
2787|115|HAS_TYPE
2788|349|HAS_TYPE
2789|349|HAS_TYPE
2790|349|HAS_TYPE
2791|88|HAS_TYPE
2792|349|HAS_TYPE
2793|349|HAS_TYPE
2794|349|HAS_TYPE
2795|349|HAS_TYPE
2796|88|HAS_TYPE
2797|349|HAS_TYPE
2798|115|HAS_TYPE
2799|349|HAS_TYPE
2800|115|HAS_TYPE
2801|349|HAS_TYPE
2802|115|HAS_TYPE
2803|211|HAS_TYPE
2804|115|HAS_TYPE
2805|349|HAS_TYPE
2806|115|HAS_TYPE
2807|115|HAS_TYPE
2808|115|HAS_TYPE
2809|115|HAS_TYPE
2810|115|HAS_TYPE
2811|219|HAS_TYPE
2812|115|HAS_TYPE
2813|349|HAS_TYPE
2814|211|HAS_TYPE
2815|211|HAS_TYPE
2816|349|HAS_TYPE
2817|115|HAS_TYPE
2818|211|HAS_TYPE
2819|88|HAS_TYPE
2820|347|HAS_TYPE
2821|115|HAS_TYPE
2822|115|HAS_TYPE
2823|88|HAS_TYPE
2824|115|HAS_TYPE
2825|115|HAS_TYPE
2826|115|HAS_TYPE
2827|349|HAS_TYPE
2828|115|HAS_TYPE
2829|115|HAS_TYPE
2830|115|HAS_TYPE
2831|211|HAS_TYPE
2832|115|HAS_TYPE
2833|115|HAS_TYPE
2834|115|HAS_TYPE
2835|115|HAS_TYPE
2836|211|HAS_TYPE
2837|88|HAS_TYPE
2838|211|HAS_TYPE
2839|211|HAS_TYPE
2840|211|HAS_TYPE
2841|211|HAS_TYPE
2842|115|HAS_TYPE
2843|88|HAS_TYPE
2844|211|HAS_TYPE
2845|88|HAS_TYPE
2846|115|HAS_TYPE
2847|3|HAS_TYPE
2848|115|HAS_TYPE
2849|349|HAS_TYPE
2850|211|HAS_TYPE
2851|115|HAS_TYPE
2852|115|HAS_TYPE
2853|211|HAS_TYPE
2854|115|HAS_TYPE
2855|115|HAS_TYPE
2856|115|HAS_TYPE
2857|349|HAS_TYPE
2858|349|HAS_TYPE
2859|211|HAS_TYPE
2860|212|HAS_TYPE
2861|115|HAS_TYPE
2862|115|HAS_TYPE
2863|349|HAS_TYPE
2864|115|HAS_TYPE
2865|115|HAS_TYPE
2866|115|HAS_TYPE
2867|115|HAS_TYPE
2868|115|HAS_TYPE
2869|115|HAS_TYPE
2870|349|HAS_TYPE
2871|115|HAS_TYPE
2872|82|HAS_TYPE
2873|97|HAS_TYPE
2874|115|HAS_TYPE
2875|310|HAS_TYPE
2876|349|HAS_TYPE
2877|115|HAS_TYPE
2878|349|HAS_TYPE
2879|200|HAS_TYPE
2880|72|HAS_TYPE
2881|115|HAS_TYPE
2882|3|HAS_TYPE
2883|115|HAS_TYPE
2884|211|HAS_TYPE
2885|211|HAS_TYPE
2886|349|HAS_TYPE
2887|115|HAS_TYPE
2888|115|HAS_TYPE
2889|211|HAS_TYPE
2890|115|HAS_TYPE
2891|211|HAS_TYPE
2892|115|HAS_TYPE
2893|115|HAS_TYPE
2894|211|HAS_TYPE
2895|88|HAS_TYPE
2896|115|HAS_TYPE
2897|115|HAS_TYPE
2898|349|HAS_TYPE
2899|115|HAS_TYPE
2900|96|HAS_TYPE
2901|115|HAS_TYPE
2902|115|HAS_TYPE
2903|354|HAS_TYPE
2904|211|HAS_TYPE
2905|115|HAS_TYPE
2906|88|HAS_TYPE
2907|115|HAS_TYPE
2908|97|HAS_TYPE
2909|115|HAS_TYPE
2910|115|HAS_TYPE
2911|115|HAS_TYPE
2912|115|HAS_TYPE
2913|349|HAS_TYPE
2914|115|HAS_TYPE
2915|115|HAS_TYPE
2916|211|HAS_TYPE
2917|115|HAS_TYPE
2918|349|HAS_TYPE
2919|211|HAS_TYPE
2920|115|HAS_TYPE
2921|115|HAS_TYPE
2922|349|HAS_TYPE
2923|115|HAS_TYPE
2924|211|HAS_TYPE
2925|88|HAS_TYPE
2926|115|HAS_TYPE
2927|211|HAS_TYPE
2928|211|HAS_TYPE
2929|349|HAS_TYPE
2930|349|HAS_TYPE
2931|211|HAS_TYPE
2932|349|HAS_TYPE
2933|115|HAS_TYPE
2934|211|HAS_TYPE
2935|211|HAS_TYPE
2936|115|HAS_TYPE
2937|349|HAS_TYPE
2938|115|HAS_TYPE
2939|211|HAS_TYPE
2940|115|HAS_TYPE
2941|211|HAS_TYPE
2942|115|HAS_TYPE
2943|115|HAS_TYPE
2944|211|HAS_TYPE
2945|115|HAS_TYPE
2946|115|HAS_TYPE
2947|115|HAS_TYPE
2948|115|HAS_TYPE
2949|211|HAS_TYPE
2950|211|HAS_TYPE
2951|115|HAS_TYPE
2952|349|HAS_TYPE
2953|211|HAS_TYPE
2954|211|HAS_TYPE
2955|211|HAS_TYPE
2956|115|HAS_TYPE
2957|115|HAS_TYPE
2958|211|HAS_TYPE
2959|211|HAS_TYPE
2960|211|HAS_TYPE
2961|115|HAS_TYPE
2962|96|HAS_TYPE
2963|211|HAS_TYPE
2964|211|HAS_TYPE
2965|211|HAS_TYPE
2966|211|HAS_TYPE
2967|115|HAS_TYPE
2968|88|HAS_TYPE
2969|295|HAS_TYPE
2970|211|HAS_TYPE
2971|115|HAS_TYPE
2972|95|HAS_TYPE
2973|211|HAS_TYPE
2974|115|HAS_TYPE
2975|211|HAS_TYPE
2976|349|HAS_TYPE
2977|211|HAS_TYPE
2978|115|HAS_TYPE
2979|115|HAS_TYPE
2980|115|HAS_TYPE
2981|211|HAS_TYPE
2982|115|HAS_TYPE
2983|211|HAS_TYPE
2984|211|HAS_TYPE
2985|88|HAS_TYPE
2986|115|HAS_TYPE
2987|115|HAS_TYPE
2988|115|HAS_TYPE
2989|59|HAS_TYPE
2990|96|HAS_TYPE
2991|349|HAS_TYPE
2992|88|HAS_TYPE
2993|115|HAS_TYPE
2994|115|HAS_TYPE
2995|115|HAS_TYPE
2996|115|HAS_TYPE
2997|349|HAS_TYPE
2998|211|HAS_TYPE
2999|88|HAS_TYPE
3000|82|HAS_TYPE
3001|59|HAS_TYPE
3002|96|HAS_TYPE
3003|115|HAS_TYPE
3004|211|HAS_TYPE
3005|115|HAS_TYPE
3006|115|HAS_TYPE
3007|349|HAS_TYPE
3008|115|HAS_TYPE
3009|59|HAS_TYPE
3010|211|HAS_TYPE
3011|211|HAS_TYPE
3012|3|HAS_TYPE
3013|349|HAS_TYPE
3014|115|HAS_TYPE
3015|115|HAS_TYPE
3016|211|HAS_TYPE
3017|211|HAS_TYPE
3018|115|HAS_TYPE
3019|211|HAS_TYPE
3020|211|HAS_TYPE
3021|115|HAS_TYPE
3022|115|HAS_TYPE
3023|115|HAS_TYPE
3024|211|HAS_TYPE
3025|96|HAS_TYPE
3026|115|HAS_TYPE
3027|211|HAS_TYPE
3028|211|HAS_TYPE
3029|211|HAS_TYPE
3030|211|HAS_TYPE
3031|211|HAS_TYPE
3032|211|HAS_TYPE
3033|211|HAS_TYPE
3034|88|HAS_TYPE
3035|349|HAS_TYPE
3036|61|HAS_TYPE
3037|349|HAS_TYPE
3038|211|HAS_TYPE
3039|115|HAS_TYPE
3040|349|HAS_TYPE
3041|88|HAS_TYPE
3042|211|HAS_TYPE
3043|211|HAS_TYPE
3044|88|HAS_TYPE
3045|88|HAS_TYPE
3046|115|HAS_TYPE
3047|88|HAS_TYPE
3048|115|HAS_TYPE
3049|59|HAS_TYPE
3050|211|HAS_TYPE
3051|310|HAS_TYPE
3052|115|HAS_TYPE
3053|115|HAS_TYPE
3054|349|HAS_TYPE
3055|211|HAS_TYPE
3056|349|HAS_TYPE
3057|115|HAS_TYPE
3058|115|HAS_TYPE
3059|115|HAS_TYPE
3060|349|HAS_TYPE
3061|115|HAS_TYPE
3062|200|HAS_TYPE
3063|211|HAS_TYPE
3064|115|HAS_TYPE
3065|211|HAS_TYPE
3066|88|HAS_TYPE
3067|279|HAS_TYPE
3068|115|HAS_TYPE
3069|115|HAS_TYPE
3070|211|HAS_TYPE
3071|115|HAS_TYPE
3072|349|HAS_TYPE
3073|211|HAS_TYPE
3074|59|HAS_TYPE
3075|211|HAS_TYPE
3076|96|HAS_TYPE
3077|349|HAS_TYPE
3078|349|HAS_TYPE
3079|211|HAS_TYPE
3080|211|HAS_TYPE
3081|211|HAS_TYPE
3082|115|HAS_TYPE
3083|219|HAS_TYPE
3084|211|HAS_TYPE
3085|349|HAS_TYPE
3086|115|HAS_TYPE
3087|115|HAS_TYPE
3088|349|HAS_TYPE
3089|211|HAS_TYPE
3090|211|HAS_TYPE
3091|3|HAS_TYPE
3092|115|HAS_TYPE
3093|88|HAS_TYPE
3094|88|HAS_TYPE
3095|211|HAS_TYPE
3096|349|HAS_TYPE
3097|115|HAS_TYPE
3098|211|HAS_TYPE
3099|211|HAS_TYPE
3100|349|HAS_TYPE
3101|115|HAS_TYPE
3102|211|HAS_TYPE
3103|211|HAS_TYPE
3104|115|HAS_TYPE
3105|115|HAS_TYPE
3106|349|HAS_TYPE
3107|115|HAS_TYPE
3108|59|HAS_TYPE
3109|96|HAS_TYPE
3110|115|HAS_TYPE
3111|287|HAS_TYPE
3112|115|HAS_TYPE
3113|115|HAS_TYPE
3114|349|HAS_TYPE
3115|115|HAS_TYPE
3116|349|HAS_TYPE
3117|211|HAS_TYPE
3118|88|HAS_TYPE
3119|115|HAS_TYPE
3120|349|HAS_TYPE
3121|211|HAS_TYPE
3122|211|HAS_TYPE
3123|211|HAS_TYPE
3124|211|HAS_TYPE
3125|211|HAS_TYPE
3126|211|HAS_TYPE
3127|211|HAS_TYPE
3128|115|HAS_TYPE
3129|211|HAS_TYPE
3130|191|HAS_TYPE
3131|336|HAS_TYPE
3132|115|HAS_TYPE
3133|115|HAS_TYPE
3134|96|HAS_TYPE
3135|211|HAS_TYPE
3136|211|HAS_TYPE
3137|211|HAS_TYPE
3138|115|HAS_TYPE
3139|88|HAS_TYPE
3140|211|HAS_TYPE
3141|211|HAS_TYPE
3142|219|HAS_TYPE
3143|211|HAS_TYPE
3144|115|HAS_TYPE
3145|115|HAS_TYPE
3146|211|HAS_TYPE
3147|349|HAS_TYPE
3148|115|HAS_TYPE
3149|115|HAS_TYPE
3150|211|HAS_TYPE
3151|349|HAS_TYPE
3152|115|HAS_TYPE
3153|211|HAS_TYPE
3154|211|HAS_TYPE
3155|115|HAS_TYPE
3156|115|HAS_TYPE
3157|96|HAS_TYPE
3158|141|HAS_TYPE
3159|115|HAS_TYPE
3160|115|HAS_TYPE
3161|349|HAS_TYPE
3162|88|HAS_TYPE
3163|349|HAS_TYPE
3164|211|HAS_TYPE
3165|104|HAS_TYPE
3166|211|HAS_TYPE
3167|115|HAS_TYPE
3168|115|HAS_TYPE
3169|115|HAS_TYPE
3170|115|HAS_TYPE
3171|211|HAS_TYPE
3172|115|HAS_TYPE
3173|115|HAS_TYPE
3174|115|HAS_TYPE
3175|211|HAS_TYPE
3176|211|HAS_TYPE
3177|115|HAS_TYPE
3178|115|HAS_TYPE
3179|211|HAS_TYPE
3180|349|HAS_TYPE
3181|211|HAS_TYPE
3182|88|HAS_TYPE
3183|211|HAS_TYPE
3184|211|HAS_TYPE
3185|72|HAS_TYPE
3186|115|HAS_TYPE
3187|211|HAS_TYPE
3188|115|HAS_TYPE
3189|167|HAS_TYPE
3190|349|HAS_TYPE
3191|349|HAS_TYPE
3192|211|HAS_TYPE
3193|211|HAS_TYPE
3194|349|HAS_TYPE
3195|211|HAS_TYPE
3196|115|HAS_TYPE
3197|96|HAS_TYPE
3198|211|HAS_TYPE
3199|310|HAS_TYPE
3200|115|HAS_TYPE
3201|211|HAS_TYPE
3202|211|HAS_TYPE
3203|211|HAS_TYPE
3204|145|HAS_TYPE
3205|115|HAS_TYPE
3206|57|HAS_TYPE
3207|88|HAS_TYPE
3208|211|HAS_TYPE
3209|57|HAS_TYPE
3210|115|HAS_TYPE
3211|97|HAS_TYPE
3212|211|HAS_TYPE
3213|88|HAS_TYPE
3214|211|HAS_TYPE
3215|88|HAS_TYPE
3216|115|HAS_TYPE
3217|115|HAS_TYPE
3218|115|HAS_TYPE
3219|96|HAS_TYPE
3220|211|HAS_TYPE
3221|279|HAS_TYPE
3222|115|HAS_TYPE
3223|88|HAS_TYPE
3224|82|HAS_TYPE
3225|279|HAS_TYPE
3226|354|HAS_TYPE
3227|310|HAS_TYPE
3228|115|HAS_TYPE
3229|211|HAS_TYPE
3230|211|HAS_TYPE
3231|279|HAS_TYPE
3232|211|HAS_TYPE
3233|115|HAS_TYPE
3234|88|HAS_TYPE
3235|115|HAS_TYPE
3236|310|HAS_TYPE
3237|349|HAS_TYPE
3238|310|HAS_TYPE
3239|211|HAS_TYPE
3240|3|HAS_TYPE
3241|115|HAS_TYPE
3242|115|HAS_TYPE
3243|211|HAS_TYPE
3244|88|HAS_TYPE
3245|115|HAS_TYPE
3246|354|HAS_TYPE
3247|211|HAS_TYPE
3248|279|HAS_TYPE
3249|88|HAS_TYPE
3250|354|HAS_TYPE
3251|310|HAS_TYPE
3252|96|HAS_TYPE
3253|96|HAS_TYPE
3254|211|HAS_TYPE
3255|115|HAS_TYPE
3256|115|HAS_TYPE
3257|349|HAS_TYPE
3258|287|HAS_TYPE
3259|349|HAS_TYPE
3260|250|HAS_TYPE
3261|141|HAS_TYPE
3262|96|HAS_TYPE
3263|354|HAS_TYPE
3264|115|HAS_TYPE
3265|115|HAS_TYPE
3266|211|HAS_TYPE
3267|115|HAS_TYPE
3268|279|HAS_TYPE
3269|88|HAS_TYPE
3270|115|HAS_TYPE
3271|349|HAS_TYPE
3272|211|HAS_TYPE
3273|211|HAS_TYPE
3274|115|HAS_TYPE
3275|115|HAS_TYPE
3276|115|HAS_TYPE
3277|226|HAS_TYPE
3278|339|HAS_TYPE
3279|115|HAS_TYPE
3280|211|HAS_TYPE
3281|115|HAS_TYPE
3282|349|HAS_TYPE
3283|88|HAS_TYPE
3284|96|HAS_TYPE
3285|115|HAS_TYPE
3286|211|HAS_TYPE
3287|115|HAS_TYPE
3288|115|HAS_TYPE
3289|211|HAS_TYPE
3290|115|HAS_TYPE
3291|3|HAS_TYPE
3292|115|HAS_TYPE
3293|115|HAS_TYPE
3294|115|HAS_TYPE
3295|211|HAS_TYPE
3296|115|HAS_TYPE
3297|3|HAS_TYPE
3298|115|HAS_TYPE
3299|349|HAS_TYPE
3300|141|HAS_TYPE
3301|115|HAS_TYPE
3302|211|HAS_TYPE
3303|115|HAS_TYPE
3304|141|HAS_TYPE
3305|88|HAS_TYPE
3306|3|HAS_TYPE
3307|211|HAS_TYPE
3308|349|HAS_TYPE
3309|211|HAS_TYPE
3310|96|HAS_TYPE
3311|115|HAS_TYPE
3312|115|HAS_TYPE
3313|115|HAS_TYPE
3314|141|HAS_TYPE
3315|115|HAS_TYPE
3316|349|HAS_TYPE
3317|211|HAS_TYPE
3318|211|HAS_TYPE
3319|115|HAS_TYPE
3320|336|HAS_TYPE
3321|59|HAS_TYPE
3322|211|HAS_TYPE
3323|310|HAS_TYPE
3324|211|HAS_TYPE
3325|88|HAS_TYPE
3326|211|HAS_TYPE
3327|349|HAS_TYPE
3328|211|HAS_TYPE
3329|211|HAS_TYPE
3330|115|HAS_TYPE
3331|211|HAS_TYPE
3332|59|HAS_TYPE
3333|211|HAS_TYPE
3334|349|HAS_TYPE
3335|310|HAS_TYPE
3336|115|HAS_TYPE
3337|88|HAS_TYPE
3338|211|HAS_TYPE
3339|211|HAS_TYPE
3340|115|HAS_TYPE
3341|211|HAS_TYPE
3342|211|HAS_TYPE
3343|349|HAS_TYPE
3344|349|HAS_TYPE
3345|141|HAS_TYPE
3346|88|HAS_TYPE
3347|211|HAS_TYPE
3348|115|HAS_TYPE
3349|349|HAS_TYPE
3350|211|HAS_TYPE
3351|211|HAS_TYPE
3352|211|HAS_TYPE
3353|88|HAS_TYPE
3354|211|HAS_TYPE
3355|115|HAS_TYPE
3356|211|HAS_TYPE
3357|115|HAS_TYPE
3358|141|HAS_TYPE
3359|219|HAS_TYPE
3360|57|HAS_TYPE
3361|211|HAS_TYPE
3362|211|HAS_TYPE
3363|115|HAS_TYPE
3364|115|HAS_TYPE
3365|211|HAS_TYPE
3366|104|HAS_TYPE
3367|349|HAS_TYPE
3368|211|HAS_TYPE
3369|349|HAS_TYPE
3370|211|HAS_TYPE
3371|59|HAS_TYPE
3372|115|HAS_TYPE
3373|349|HAS_TYPE
3374|211|HAS_TYPE
3375|115|HAS_TYPE
3376|115|HAS_TYPE
3377|59|HAS_TYPE
3378|115|HAS_TYPE
3379|88|HAS_TYPE
3380|115|HAS_TYPE
3381|211|HAS_TYPE
3382|211|HAS_TYPE
3383|115|HAS_TYPE
3384|219|HAS_TYPE
3385|96|HAS_TYPE
3386|211|HAS_TYPE
3387|115|HAS_TYPE
3388|115|HAS_TYPE
3389|115|HAS_TYPE
3390|115|HAS_TYPE
3391|141|HAS_TYPE
3392|211|HAS_TYPE
3393|88|HAS_TYPE
3394|115|HAS_TYPE
3395|115|HAS_TYPE
3396|115|HAS_TYPE
3397|211|HAS_TYPE
3398|115|HAS_TYPE
3399|211|HAS_TYPE
3400|115|HAS_TYPE
3401|211|HAS_TYPE
3402|96|HAS_TYPE
3403|211|HAS_TYPE
3404|349|HAS_TYPE
3405|310|HAS_TYPE
3406|211|HAS_TYPE
3407|211|HAS_TYPE
3408|115|HAS_TYPE
3409|88|HAS_TYPE
3410|59|HAS_TYPE
3411|115|HAS_TYPE
3412|88|HAS_TYPE
3413|211|HAS_TYPE
3414|115|HAS_TYPE
3415|115|HAS_TYPE
3416|115|HAS_TYPE
3417|115|HAS_TYPE
3418|115|HAS_TYPE
3419|115|HAS_TYPE
3420|250|HAS_TYPE
3421|349|HAS_TYPE
3422|104|HAS_TYPE
3423|211|HAS_TYPE
3424|59|HAS_TYPE
3425|211|HAS_TYPE
3426|115|HAS_TYPE
3427|115|HAS_TYPE
3428|115|HAS_TYPE
3429|211|HAS_TYPE
3430|115|HAS_TYPE
3431|88|HAS_TYPE
3432|211|HAS_TYPE
3433|211|HAS_TYPE
3434|59|HAS_TYPE
3435|211|HAS_TYPE
3436|211|HAS_TYPE
3437|88|HAS_TYPE
3438|347|HAS_TYPE
3439|211|HAS_TYPE
3440|211|HAS_TYPE
3441|115|HAS_TYPE
3442|211|HAS_TYPE
3443|211|HAS_TYPE
3444|211|HAS_TYPE
3445|211|HAS_TYPE
3446|115|HAS_TYPE
3447|88|HAS_TYPE
3448|211|HAS_TYPE
3449|211|HAS_TYPE
3450|349|HAS_TYPE
3451|211|HAS_TYPE
3452|59|HAS_TYPE
3453|211|HAS_TYPE
3454|115|HAS_TYPE
3455|167|HAS_TYPE
3456|349|HAS_TYPE
3457|349|HAS_TYPE
3458|115|HAS_TYPE
3459|211|HAS_TYPE
3460|211|HAS_TYPE
3461|115|HAS_TYPE
3462|88|HAS_TYPE
3463|349|HAS_TYPE
3464|115|HAS_TYPE
3465|211|HAS_TYPE
3466|115|HAS_TYPE
3467|141|HAS_TYPE
3468|96|HAS_TYPE
3469|115|HAS_TYPE
3470|211|HAS_TYPE
3471|211|HAS_TYPE
3472|279|HAS_TYPE
3473|211|HAS_TYPE
3474|211|HAS_TYPE
3475|211|HAS_TYPE
3476|211|HAS_TYPE
3477|211|HAS_TYPE
3478|354|HAS_TYPE
3479|211|HAS_TYPE
3480|211|HAS_TYPE
3481|88|HAS_TYPE
3482|115|HAS_TYPE
3483|349|HAS_TYPE
3484|115|HAS_TYPE
3485|115|HAS_TYPE
3486|349|HAS_TYPE
3487|211|HAS_TYPE
3488|211|HAS_TYPE
3489|115|HAS_TYPE
3490|115|HAS_TYPE
3491|96|HAS_TYPE
3492|115|HAS_TYPE
3493|115|HAS_TYPE
3494|211|HAS_TYPE
3495|211|HAS_TYPE
3496|3|HAS_TYPE
3497|211|HAS_TYPE
3498|115|HAS_TYPE
3499|219|HAS_TYPE
3500|115|HAS_TYPE
3501|211|HAS_TYPE
3502|349|HAS_TYPE
3503|88|HAS_TYPE
3504|211|HAS_TYPE
3505|115|HAS_TYPE
3506|115|HAS_TYPE
3507|211|HAS_TYPE
3508|115|HAS_TYPE
3509|115|HAS_TYPE
3510|88|HAS_TYPE
3511|279|HAS_TYPE
3512|115|HAS_TYPE
3513|115|HAS_TYPE
3514|349|HAS_TYPE
3515|211|HAS_TYPE
3516|211|HAS_TYPE
3517|88|HAS_TYPE
3518|88|HAS_TYPE
3519|211|HAS_TYPE
3520|211|HAS_TYPE
3521|211|HAS_TYPE
3522|115|HAS_TYPE
3523|211|HAS_TYPE
3524|211|HAS_TYPE
3525|211|HAS_TYPE
3526|211|HAS_TYPE
3527|310|HAS_TYPE
3528|211|HAS_TYPE
3529|211|HAS_TYPE
3530|115|HAS_TYPE
3531|211|HAS_TYPE
3532|211|HAS_TYPE
3533|211|HAS_TYPE
3534|211|HAS_TYPE
3535|354|HAS_TYPE
3536|115|HAS_TYPE
3537|211|HAS_TYPE
3538|349|HAS_TYPE
3539|115|HAS_TYPE
3540|211|HAS_TYPE
3541|115|HAS_TYPE
3542|211|HAS_TYPE
3543|88|HAS_TYPE
3544|211|HAS_TYPE
3545|115|HAS_TYPE
3546|115|HAS_TYPE
3547|310|HAS_TYPE
3548|115|HAS_TYPE
3549|211|HAS_TYPE
3550|115|HAS_TYPE
3551|211|HAS_TYPE
3552|211|HAS_TYPE
3553|211|HAS_TYPE
3554|349|HAS_TYPE
3555|211|HAS_TYPE
3556|310|HAS_TYPE
3557|211|HAS_TYPE
3558|211|HAS_TYPE
3559|211|HAS_TYPE
3560|349|HAS_TYPE
3561|141|HAS_TYPE
3562|211|HAS_TYPE
3563|211|HAS_TYPE
3564|211|HAS_TYPE
3565|211|HAS_TYPE
3566|115|HAS_TYPE
3567|3|HAS_TYPE
3568|211|HAS_TYPE
3569|211|HAS_TYPE
3570|211|HAS_TYPE
3571|115|HAS_TYPE
3572|211|HAS_TYPE
3573|115|HAS_TYPE
3574|59|HAS_TYPE
3575|347|HAS_TYPE
3576|211|HAS_TYPE
3577|115|HAS_TYPE
3578|211|HAS_TYPE
3579|115|HAS_TYPE
3580|211|HAS_TYPE
3581|347|HAS_TYPE
3582|115|HAS_TYPE
3583|211|HAS_TYPE
3584|115|HAS_TYPE
3585|115|HAS_TYPE
3586|211|HAS_TYPE
3587|141|HAS_TYPE
3588|219|HAS_TYPE
3589|211|HAS_TYPE
3590|349|HAS_TYPE
3591|104|HAS_TYPE
3592|88|HAS_TYPE
3593|211|HAS_TYPE
3594|349|HAS_TYPE
3595|115|HAS_TYPE
3596|97|HAS_TYPE
3597|211|HAS_TYPE
3598|211|HAS_TYPE
3599|115|HAS_TYPE
3600|88|HAS_TYPE
3601|115|HAS_TYPE
3602|349|HAS_TYPE
3603|211|HAS_TYPE
3604|211|HAS_TYPE
3605|211|HAS_TYPE
3606|3|HAS_TYPE
3607|211|HAS_TYPE
3608|211|HAS_TYPE
3609|59|HAS_TYPE
3610|211|HAS_TYPE
3611|115|HAS_TYPE
3612|115|HAS_TYPE
3613|115|HAS_TYPE
3614|59|HAS_TYPE
3615|88|HAS_TYPE
3616|115|HAS_TYPE
3617|211|HAS_TYPE
3618|115|HAS_TYPE
3619|211|HAS_TYPE
3620|115|HAS_TYPE
3621|211|HAS_TYPE
3622|349|HAS_TYPE
3623|211|HAS_TYPE
3624|59|HAS_TYPE
3625|211|HAS_TYPE
3626|115|HAS_TYPE
3627|211|HAS_TYPE
3628|3|HAS_TYPE
3629|104|HAS_TYPE
3630|115|HAS_TYPE
3631|211|HAS_TYPE
3632|115|HAS_TYPE
3633|211|HAS_TYPE
3634|3|HAS_TYPE
3635|115|HAS_TYPE
3636|211|HAS_TYPE
3637|115|HAS_TYPE
3638|211|HAS_TYPE
3639|115|HAS_TYPE
3640|211|HAS_TYPE
3641|211|HAS_TYPE
3642|115|HAS_TYPE
3643|349|HAS_TYPE
3644|115|HAS_TYPE
3645|279|HAS_TYPE
3646|219|HAS_TYPE
3647|115|HAS_TYPE
3648|211|HAS_TYPE
3649|115|HAS_TYPE
3650|115|HAS_TYPE
3651|211|HAS_TYPE
3652|354|HAS_TYPE
3653|115|HAS_TYPE
3654|310|HAS_TYPE
3655|88|HAS_TYPE
3656|219|HAS_TYPE
3657|115|HAS_TYPE
3658|349|HAS_TYPE
3659|211|HAS_TYPE
3660|211|HAS_TYPE
3661|211|HAS_TYPE
3662|211|HAS_TYPE
3663|3|HAS_TYPE
3664|211|HAS_TYPE
3665|211|HAS_TYPE
3666|211|HAS_TYPE
3667|115|HAS_TYPE
3668|97|HAS_TYPE
3669|211|HAS_TYPE
3670|59|HAS_TYPE
3671|211|HAS_TYPE
3672|59|HAS_TYPE
3673|59|HAS_TYPE
3674|88|HAS_TYPE
3675|115|HAS_TYPE
3676|211|HAS_TYPE
3677|115|HAS_TYPE
3678|115|HAS_TYPE
3679|211|HAS_TYPE
3680|141|HAS_TYPE
3681|211|HAS_TYPE
3682|88|HAS_TYPE
3683|115|HAS_TYPE
3684|349|HAS_TYPE
3685|3|HAS_TYPE
3686|115|HAS_TYPE
3687|211|HAS_TYPE
3688|97|HAS_TYPE
3689|211|HAS_TYPE
3690|211|HAS_TYPE
3691|279|HAS_TYPE
3692|211|HAS_TYPE
3693|115|HAS_TYPE
3694|211|HAS_TYPE
3695|211|HAS_TYPE
3696|104|HAS_TYPE
3697|211|HAS_TYPE
3698|349|HAS_TYPE
3699|211|HAS_TYPE
3700|141|HAS_TYPE
3701|211|HAS_TYPE
3702|115|HAS_TYPE
3703|211|HAS_TYPE
3704|88|HAS_TYPE
3705|349|HAS_TYPE
3706|115|HAS_TYPE
3707|115|HAS_TYPE
3708|211|HAS_TYPE
3709|211|HAS_TYPE
3710|349|HAS_TYPE
